================================================================================
FVG (Fair Value Gap) Analysis Results
Time Window: 8:30 - 10:00
================================================================================

SUMMARY BY YEAR
--------------------------------------------------------------------------------
Year     Trading Days    Bullish FVG     Bearish FVG     Total FVG   
--------------------------------------------------------------------------------
2018     257             520             483             1003        
2019     258             510             409             919         
2020     259             529             426             955         
2021     258             504             411             915         
2022     258             485             493             978         
2023     257             491             484             975         
2024     259             483             435             918         
2025     222             398             340             738         
--------------------------------------------------------------------------------
TOTAL                    3920            3481            7401        
28/12/2022   09:30:00     Bearish    25.0247        
28/12/2022   09:55:00     Bearish    12.9341        
28/12/2022   10:00:00     Bearish    26.9930        
29/12/2022   08:40:00     Bullish    9.5600         
29/12/2022   08:45:00     Bullish    19.6824        
29/12/2022   09:15:00     Bullish    3.9365         
29/12/2022   09:20:00     Bullish    4.2177         
29/12/2022   09:35:00     Bullish    2.5306         
29/12/2022   09:40:00     Bullish    4.2177         
30/12/2022   09:20:00     Bullish    21.6506        
30/12/2022   09:30:00     Bearish    1.6871         
03/01/2023   08:50:00     Bearish    51.1742        
03/01/2023   08:55:00     Bearish    16.3083        
03/01/2023   09:00:00     Bearish    10.9659        
03/01/2023   09:15:00     Bearish    13.2153        
04/01/2023   09:05:00     Bearish    34.5847        
04/01/2023   09:10:00     Bearish    4.4988         
04/01/2023   09:45:00     Bullish    14.6212        
04/01/2023   09:50:00     Bullish    7.0294         
05/01/2023   08:45:00     Bearish    5.0612         
05/01/2023   08:55:00     Bullish    5.3424         
05/01/2023   09:00:00     Bullish    3.9365         
05/01/2023   09:55:00     Bearish    1.4059         
06/01/2023   08:40:00     Bearish    9.8412         
06/01/2023   08:45:00     Bearish    8.7165         
06/01/2023   08:55:00     Bullish    6.4671         
06/01/2023   09:35:00     Bullish    1.4059         
06/01/2023   09:40:00     Bullish    12.6530        
09/01/2023   08:45:00     Bullish    11.5282        
09/01/2023   08:50:00     Bullish    29.5236        
09/01/2023   08:55:00     Bullish    8.7165         
09/01/2023   09:35:00     Bullish    19.1200        
09/01/2023   09:50:00     Bullish    1.1247         
09/01/2023   10:00:00     Bearish    1.1247         
10/01/2023   09:15:00     Bullish    23.3377        
10/01/2023   09:30:00     Bearish    14.9024        
10/01/2023   09:35:00     Bearish    24.4624        
10/01/2023   09:55:00     Bullish    28.3988        
11/01/2023   09:10:00     Bullish    0.8435         
11/01/2023   09:25:00     Bullish    1.1247         
11/01/2023   09:35:00     Bearish    12.6530        
11/01/2023   09:55:00     Bearish    13.2153        
12/01/2023   08:45:00     Bearish    50.8930        
12/01/2023   08:50:00     Bearish    1.1247         
12/01/2023   09:05:00     Bullish    3.3741         
12/01/2023   09:15:00     Bullish    57.6412        
12/01/2023   09:45:00     Bearish    18.2765        
16/01/2023   09:10:00     Bearish    7.8729         
16/01/2023   09:35:00     Bullish    2.8118         
17/01/2023   09:05:00     Bullish    31.7730        
17/01/2023   09:30:00     Bearish    5.0612         
17/01/2023   09:35:00     Bearish    9.8412         
17/01/2023   09:45:00     Bearish    7.5918         
18/01/2023   09:05:00     Bullish    14.9024        
18/01/2023   09:20:00     Bearish    4.4988         
18/01/2023   09:35:00     Bearish    5.9047         
18/01/2023   09:40:00     Bearish    19.4012        
18/01/2023   09:45:00     Bearish    12.0906        
19/01/2023   08:45:00     Bearish    18.8388        
19/01/2023   08:50:00     Bearish    14.0588        
19/01/2023   09:00:00     Bullish    4.2177         
19/01/2023   09:50:00     Bearish    5.9047         
20/01/2023   08:55:00     Bullish    4.4988         
20/01/2023   09:10:00     Bullish    5.0612         
23/01/2023   08:40:00     Bullish    8.7165         
23/01/2023   08:45:00     Bullish    6.1859         
23/01/2023   08:50:00     Bullish    32.8977        
23/01/2023   08:55:00     Bullish    3.9365         
23/01/2023   09:25:00     Bullish    17.7141        
23/01/2023   09:50:00     Bullish    4.4988         
24/01/2023   08:50:00     Bullish    5.3424         
24/01/2023   09:00:00     Bearish    16.0271        
24/01/2023   09:55:00     Bullish    5.3424         
25/01/2023   08:55:00     Bearish    15.1835        
25/01/2023   09:00:00     Bearish    3.9365         
25/01/2023   10:00:00     Bullish    12.6530        
26/01/2023   08:45:00     Bearish    5.3424         
26/01/2023   08:55:00     Bearish    5.0612         
26/01/2023   09:20:00     Bullish    11.2471        
26/01/2023   09:40:00     Bearish    15.4647        
26/01/2023   09:55:00     Bearish    35.1471        
27/01/2023   08:50:00     Bullish    25.5871        
27/01/2023   09:05:00     Bullish    3.3741         
27/01/2023   09:10:00     Bullish    4.2177         
27/01/2023   09:50:00     Bearish    28.9612        
30/01/2023   09:15:00     Bearish    3.9365         
30/01/2023   09:20:00     Bearish    8.7165         
30/01/2023   09:25:00     Bearish    6.1859         
30/01/2023   09:30:00     Bearish    2.5306         
30/01/2023   09:40:00     Bearish    13.7777        
30/01/2023   10:00:00     Bullish    1.4059         
31/01/2023   09:00:00     Bearish    1.6871         
01/02/2023   08:55:00     Bullish    7.3106         
01/02/2023   09:05:00     Bearish    3.6553         
01/02/2023   09:50:00     Bearish    1.9682         
01/02/2023   09:55:00     Bearish    6.7482         
02/02/2023   09:20:00     Bullish    13.2153        
02/02/2023   09:35:00     Bullish    44.9883        
03/02/2023   08:40:00     Bullish    25.5871        
03/02/2023   08:50:00     Bullish    3.3741         
03/02/2023   09:05:00     Bearish    3.0929         
03/02/2023   09:15:00     Bullish    32.3353        
03/02/2023   09:20:00     Bullish    14.6212        
03/02/2023   09:40:00     Bullish    1.6871         
03/02/2023   09:55:00     Bearish    15.4647        
06/02/2023   09:05:00     Bullish    1.9682         
06/02/2023   09:15:00     Bearish    2.5306         
06/02/2023   09:20:00     Bearish    34.8659        
06/02/2023   09:25:00     Bearish    7.3106         
06/02/2023   09:50:00     Bullish    7.3106         
06/02/2023   09:55:00     Bullish    26.9930        
07/02/2023   09:20:00     Bullish    3.9365         
08/02/2023   08:50:00     Bearish    9.5600         
08/02/2023   08:55:00     Bearish    9.5600         
08/02/2023   09:15:00     Bullish    2.8118         
08/02/2023   09:25:00     Bearish    7.8729         
08/02/2023   09:30:00     Bearish    5.9047         
08/02/2023   09:35:00     Bearish    19.1200        
09/02/2023   09:25:00     Bearish    9.5600         
09/02/2023   09:30:00     Bearish    21.6506        
10/02/2023   09:15:00     Bullish    23.0565        
10/02/2023   09:45:00     Bearish    15.7459        
13/02/2023   08:45:00     Bullish    10.1224        
13/02/2023   09:00:00     Bullish    7.5918         
13/02/2023   09:10:00     Bearish    5.3424         
13/02/2023   09:50:00     Bullish    20.2447        
13/02/2023   09:55:00     Bullish    4.2177         
14/02/2023   08:45:00     Bullish    13.7777        
14/02/2023   08:50:00     Bullish    8.7165         
14/02/2023   09:00:00     Bullish    28.6800        
14/02/2023   09:05:00     Bullish    24.7436        
14/02/2023   09:30:00     Bearish    18.2765        
14/02/2023   09:35:00     Bearish    26.7118        
14/02/2023   09:40:00     Bearish    77.0424        
15/02/2023   08:55:00     Bearish    10.4035        
15/02/2023   09:20:00     Bullish    5.0612         
15/02/2023   09:45:00     Bearish    7.8729         
16/02/2023   09:10:00     Bullish    5.9047         
17/02/2023   08:45:00     Bearish    11.8094        
17/02/2023   08:50:00     Bearish    17.9953        
17/02/2023   09:05:00     Bullish    0.8435         
17/02/2023   09:45:00     Bearish    11.2471        
20/02/2023   09:10:00     Bearish    4.2177         
21/02/2023   08:40:00     Bullish    12.9341        
21/02/2023   09:15:00     Bearish    5.6235         
22/02/2023   08:55:00     Bearish    10.4035        
22/02/2023   09:00:00     Bearish    9.5600         
22/02/2023   09:05:00     Bearish    15.7459        
22/02/2023   09:10:00     Bearish    6.1859         
22/02/2023   09:15:00     Bearish    22.4941        
22/02/2023   09:45:00     Bullish    12.3718        
22/02/2023   09:50:00     Bullish    1.1247         
22/02/2023   09:55:00     Bullish    5.0612         
23/02/2023   09:05:00     Bearish    16.5894        
23/02/2023   09:10:00     Bearish    14.6212        
23/02/2023   09:45:00     Bearish    16.3083        
23/02/2023   09:50:00     Bearish    44.1447        
24/02/2023   08:45:00     Bearish    15.4647        
24/02/2023   08:50:00     Bearish    0.2812         
24/02/2023   09:55:00     Bearish    2.2494         
27/02/2023   09:05:00     Bullish    3.9365         
27/02/2023   09:10:00     Bullish    1.4059         
27/02/2023   09:35:00     Bearish    6.1859         
27/02/2023   09:40:00     Bearish    35.7094        
28/02/2023   08:40:00     Bullish    1.4059         
28/02/2023   08:45:00     Bullish    4.4988         
28/02/2023   09:05:00     Bullish    7.0294         
28/02/2023   09:15:00     Bearish    9.5600         
28/02/2023   09:30:00     Bearish    3.3741         
28/02/2023   09:50:00     Bearish    0.8435         
28/02/2023   10:00:00     Bullish    10.6847        
01/03/2023   08:50:00     Bullish    5.6235         
01/03/2023   09:05:00     Bearish    26.9930        
01/03/2023   09:10:00     Bearish    40.4894        
01/03/2023   09:40:00     Bullish    32.3353        
01/03/2023   09:45:00     Bullish    1.4059         
01/03/2023   10:00:00     Bearish    0.8435         
02/03/2023   09:30:00     Bullish    0.5624         
02/03/2023   09:55:00     Bullish    3.6553         
03/03/2023   08:45:00     Bullish    2.8118         
03/03/2023   08:50:00     Bullish    14.3400        
03/03/2023   08:55:00     Bullish    7.8729         
03/03/2023   09:05:00     Bearish    19.6824        
03/03/2023   09:15:00     Bullish    28.3988        
03/03/2023   09:55:00     Bearish    3.3741         
06/03/2023   09:10:00     Bullish    9.5600         
06/03/2023   09:20:00     Bullish    10.4035        
06/03/2023   09:45:00     Bullish    11.5282        
07/03/2023   08:40:00     Bullish    1.1247         
07/03/2023   09:00:00     Bearish    8.9977         
07/03/2023   09:05:00     Bearish    100.9424       
07/03/2023   09:10:00     Bearish    5.3424         
07/03/2023   09:25:00     Bullish    2.8118         
07/03/2023   09:35:00     Bullish    33.7412        
08/03/2023   09:25:00     Bullish    5.0612         
08/03/2023   09:35:00     Bullish    2.2494         
08/03/2023   09:50:00     Bearish    3.3741         
09/03/2023   08:50:00     Bullish    23.6188        
09/03/2023   09:15:00     Bearish    3.3741         
09/03/2023   09:20:00     Bearish    8.1541         
09/03/2023   09:35:00     Bullish    19.1200        
09/03/2023   09:55:00     Bearish    3.6553         
09/03/2023   10:00:00     Bearish    19.4012        
10/03/2023   08:40:00     Bearish    18.5577        
10/03/2023   08:45:00     Bearish    31.4918        
10/03/2023   09:05:00     Bullish    18.8388        
10/03/2023   09:20:00     Bearish    5.3424         
10/03/2023   09:35:00     Bullish    3.9365         
10/03/2023   09:45:00     Bearish    13.2153        
10/03/2023   09:55:00     Bullish    18.8388        
10/03/2023   10:00:00     Bullish    33.7412        
13/03/2023   08:50:00     Bullish    77.6048        
13/03/2023   10:00:00     Bullish    25.8683        
14/03/2023   08:40:00     Bullish    18.6475        
14/03/2023   09:25:00     Bullish    4.7315         
14/03/2023   09:30:00     Bullish    8.0713         
15/03/2023   10:00:00     Bullish    6.1231         
16/03/2023   09:00:00     Bullish    14.7510        
16/03/2023   09:45:00     Bullish    23.3790        
16/03/2023   09:50:00     Bullish    32.5636        
16/03/2023   09:55:00     Bullish    13.9160        
17/03/2023   09:00:00     Bullish    16.9776        
17/03/2023   09:05:00     Bullish    15.5860        
17/03/2023   09:20:00     Bearish    20.3174        
17/03/2023   09:25:00     Bearish    8.0713         
17/03/2023   09:35:00     Bearish    4.7315         
20/03/2023   09:25:00     Bullish    0.2783         
20/03/2023   09:50:00     Bullish    2.7832         
21/03/2023   09:25:00     Bearish    2.5049         
21/03/2023   09:55:00     Bearish    15.8643        
22/03/2023   09:25:00     Bullish    14.7510        
22/03/2023   09:30:00     Bullish    16.6993        
23/03/2023   09:00:00     Bullish    1.3916         
23/03/2023   09:15:00     Bullish    5.2881         
23/03/2023   09:40:00     Bullish    6.4014         
23/03/2023   09:45:00     Bullish    9.1846         
23/03/2023   09:50:00     Bullish    30.0587        
24/03/2023   08:55:00     Bullish    10.5762        
24/03/2023   09:30:00     Bullish    25.6055        
24/03/2023   09:40:00     Bearish    8.9063         
27/03/2023   08:45:00     Bullish    15.0293        
27/03/2023   09:30:00     Bearish    17.5342        
27/03/2023   09:35:00     Bearish    10.2979        
27/03/2023   10:00:00     Bearish    7.7930         
28/03/2023   08:40:00     Bearish    9.7412         
28/03/2023   09:25:00     Bearish    0.2783         
28/03/2023   09:35:00     Bearish    29.7803        
29/03/2023   09:30:00     Bearish    2.2266         
30/03/2023   09:00:00     Bullish    4.1748         
30/03/2023   09:10:00     Bearish    18.6475        
30/03/2023   09:25:00     Bullish    24.4922        
31/03/2023   08:50:00     Bullish    1.6699         
31/03/2023   09:35:00     Bullish    4.4531         
31/03/2023   09:40:00     Bullish    7.5147         
03/04/2023   09:25:00     Bullish    6.6797         
03/04/2023   09:40:00     Bearish    3.0615         
03/04/2023   09:50:00     Bearish    22.5440        
03/04/2023   09:55:00     Bearish    6.1231         
04/04/2023   08:40:00     Bearish    0.5566         
04/04/2023   08:45:00     Bearish    3.0615         
04/04/2023   08:55:00     Bullish    11.4112        
04/04/2023   09:00:00     Bullish    0.2783         
04/04/2023   09:05:00     Bullish    0.2783         
04/04/2023   09:20:00     Bearish    7.2363         
05/04/2023   09:05:00     Bearish    3.0615         
05/04/2023   09:40:00     Bearish    1.3916         
05/04/2023   09:45:00     Bearish    11.4112        
06/04/2023   09:00:00     Bullish    4.1748         
06/04/2023   09:05:00     Bullish    25.8838        
06/04/2023   09:10:00     Bullish    6.6797         
10/04/2023   08:40:00     Bearish    4.1748         
10/04/2023   08:50:00     Bearish    2.2266         
10/04/2023   09:15:00     Bullish    2.7832         
10/04/2023   09:40:00     Bullish    8.0713         
11/04/2023   09:15:00     Bearish    5.2881         
11/04/2023   09:25:00     Bullish    3.8965         
11/04/2023   09:35:00     Bearish    6.6797         
11/04/2023   10:00:00     Bearish    2.7832         
